PhD,Ing/Mgr,Absolvent,ContractType,Source_median_salary,Source_min_salary,Source_max_salary,Category_median_salary,Category_min_salary,Category_max_salary,Company_median_salary,Company_min_salary,Company_max_salary,Elastic_min,Elastic_max,Elastic_avg,SalaryNormalized,desctiption_above_project,desctiption_above_design,desctiption_above_senior,desctiption_above_agil,desctiption_above_implement,desctiption_above_technic,desctiption_above_technolog,desctiption_above_develop,desctiption_above_strategi,desctiption_above_architectur,des_under_toilet,des_under_hour,des_under_demi,des_under_telephon,des_under_mondai,des_under_commi,des_under_duti,des_under_fridai,des_under_week,des_under_meal,title_above_architect,title_above_manag,title_above_director,title_above_princip,title_above_senior,title_above_optometrist,title_above_develop,title_above_ax,title_above_engin,title_above_project,title_under_receptionist,title_under_cleaner,title_under_parti,title_under_de,title_under_assist,title_under_demi,title_under_driver,title_under_clerk,title_under_cook,title_under_commi
0,0,0,full_time,27500,5040,100000,17500,5000,100000,"21409,5",15000,62700,16000,18250,"17429,53143",18000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,full_time,27500,5040,100000,17500,5000,100000,"21409,5",15000,62700,16000,18250,"17315,78479",18250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,,27500,5040,100000,32500,5088,192000,40000,17801,96000,26880,54000,"36742,82878",76800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,full_time,27500,5040,100000,17500,5000,100000,"21409,5",15000,62700,15000,18000,"16580,15941",16000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,,19500,5088,100000,21500,5088,180000,18814,13240,21542,11884,35000,"22168,19445",21542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,full_time,19500,5088,100000,21500,5088,180000,20880,20570,25776,9918,25920,"16599,12117",25776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,,19500,5088,100000,21500,5088,180000,20880,20570,25776,12864,26400,"20880,38616",20880,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,19500,5088,100000,21500,5088,180000,17250,7500,35000,9600,23500,"13896,24052",11673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,19500,5088,100000,21500,5088,180000,17250,7500,35000,12000,24000,"16163,75965",24000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,19500,5088,100000,21500,5088,180000,17250,7500,35000,11673,27000,"18250,53467",11673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,,23000,5055,150000,21500,5000,150000,18000,7500,55000,17500,24000,"19947,61361",24000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,0,,27500,5040,100000,40000,5000,190809,33750,22500,85000,26500,43500,"36491,43419",35000,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,full_time,27500,5040,100000,40000,5000,190809,32000,17500,50000,27500,40000,"30720,15776",30000,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,,27500,5040,100000,40000,5000,190809,32000,17500,50000,25000,32500,"27410,47585",25000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,27500,5040,100000,40000,5000,190809,32000,17500,50000,27500,100000,"52371,16714",28500,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,1,full_time,27500,5040,100000,40000,5000,190809,32000,17500,50000,27500,40000,"31625,41379",27500,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,1,,27500,5040,100000,40000,5000,190809,32000,17500,50000,22500,45000,"31313,58893",25000,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,27500,5040,100000,32500,5088,192000,32000,17500,50000,32000,50000,"40415,69265",50000,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,,27500,5040,100000,32500,5088,192000,32000,17500,50000,32000,50000,"40405,83797",50000,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,,27500,5040,100000,40000,5000,190809,32000,17500,50000,27500,80000,"39931,85493",27500,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,,27500,5040,100000,40000,5000,190809,32000,17500,50000,27500,96000,"56868,92207",25000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,27500,5040,100000,27500,5040,140000,28750,20750,55000,25000,30000,"28493,13057",40000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,,27500,5040,100000,27500,5040,140000,27000,13457,43500,13440,19500,"16827,6749",20000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,27500,5040,100000,27500,5040,140000,28750,20750,55000,23000,45000,"29656,22393",42500,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,27500,5040,100000,27500,5040,140000,"21409,5",15000,62700,15000,24500,"19429,80149",15500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,full_time,35500,13440,55000,30000,5000,144000,22500,22500,22500,18000,32500,"25771,87979",22500,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,19500,5088,100000,21500,5088,180000,17250,7500,35000,17000,18000,"17342,41",17250,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,27500,5040,100000,32500,5088,192000,32000,17500,50000,32000,54999,"45733,6001",35000,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,1,,27500,5040,100000,32500,5088,192000,32000,17500,50000,38500,50000,"47104,06396",42000,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,full_time,27500,5040,100000,40000,5000,190809,33750,22500,85000,27500,50000,"38257,00652",32500,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,,27500,5040,100000,32500,5088,192000,40000,17801,96000,26000,52000,"44350,05695",48500,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0,,19500,5088,100000,21500,5088,180000,14208,14208,20000,13920,14208,"14150,25171",14208,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,23000,5055,150000,21500,5000,150000,17000,10723,45000,14500,21000,"17086,12004",20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
0,0,0,,23000,5055,150000,21500,5000,150000,36000,5250,65000,19000,37000,"30640,3762",42500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,full_time,23000,5055,150000,21500,5000,150000,18000,7500,55000,16000,18000,"16791,74309",17000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,part_time,23000,5055,150000,21500,5000,150000,18000,7500,55000,12500,40000,"21406,88828",12646,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,full_time,22500,5250,120000,21500,5000,150000,18000,7500,55000,16000,18000,"16795,17301",17000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,1,0,part_time,23000,5055,150000,21500,5000,150000,17000,10723,45000,15000,17000,"15783,02106",15000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
0,0,0,,27500,5040,100000,32500,5088,192000,32000,17500,50000,32000,50000,"41751,93533",42000,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,,27500,5040,100000,24000,5000,160000,28750,20750,55000,30000,45000,"36662,10891",35000,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,,23000,5055,150000,21500,5000,150000,18000,7500,55000,15000,23000,"17199,85286",18000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,0,1,,23000,5055,150000,21500,5000,150000,18000,7500,55000,14000,22000,"17944,08326",18000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,23000,5055,150000,21500,5000,150000,18000,7500,55000,18000,22000,"19481,21749",18000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,,27500,5040,100000,40000,5000,190809,27000,13457,43500,18500,42500,"27644,83649",25000,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,1,,27500,5040,100000,32500,5088,192000,40000,17801,96000,22000,52000,"39235,63522",42000,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,,27500,5040,100000,32500,5088,192000,32000,17500,50000,33500,42000,"39718,00452",36500,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
0,0,0,full_time,30000,5006,180000,34500,5000,200000,32000,5006,192000,29500,74500,"55370,7443",24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,,23000,5055,150000,21500,5000,150000,18000,7500,55000,15500,17500,"16936,61459",17500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,,23000,5055,150000,21500,5000,150000,18000,7500,55000,18000,19000,"18355,75491",17000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,full_time,23000,5055,150000,21500,5000,150000,18000,7500,55000,15500,19000,"17348,4696",19000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,full_time,23000,5055,150000,21500,5000,150000,18000,7500,55000,16000,21000,"18669,5347",21000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,,19500,5088,100000,21500,5088,180000,14208,14208,20000,13920,14208,"14149,58564",14208,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,,27500,5040,100000,24000,5000,160000,40000,17801,96000,20160,23040,"21850,50334",30662,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,42500,5100,100000,40000,5000,190809,32000,5006,192000,27500,35000,"32953,42425",34000,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,,22500,5250,120000,21500,5000,150000,18000,7500,55000,15000,29500,"19529,15639",16000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
0,0,0,full_time,22500,5250,120000,21500,5000,150000,18000,7500,55000,17000,19000,"17907,49074",19000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,,22500,5250,120000,21500,5000,150000,18000,7500,55000,15500,17500,"16935,1079",17500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,,27500,5040,100000,32500,5088,192000,28750,20750,55000,26500,40000,"33716,5495",26500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,23000,5055,150000,21500,5000,150000,18000,7500,55000,14000,22000,"17656,79313",19000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,,23000,5055,150000,21500,5000,150000,36000,5250,65000,30000,45000,"39856,45758",45000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
